OBJECTID,Is 24 Hours,Car Park Count,Has Carpark Cost,Has Tourist Attraction,Latitude,Longitude,Number Of Connectors,Has Charging Cost,x,y,Combined Latitude,Combined Longitude
181052,1,1,0,1,-43.569347,172.758637,2,1,1580509.514,5175928.735,790232.9723265,2588050.7468185
182338,1,1,0,1,-40.359871,175.612479,2,1,1821837.906,5529022.971,910898.7730645,2764599.2917395
183308,1,1,0,0,-41.799545,172.325373,2,1,1543953.844,5372259.744,771956.0222275,2686216.0346865
186346,1,1,0,0,-37.7185873,175.2663418,4,1,1799749.934,5822989.948,899856.1077063499,2911582.6071709
181057,1,1,0,1,-43.63206,171.647752,2,1,1490916.479,5168103.805,745436.42347,2584137.726376
181924,1,1,0,1,-41.323357,174.772457,2,1,1748338.527,5423830.936,874148.6018215,2712002.8542285
191357,1,1,0,0,-43.540331,172.604632,2,1,1568058.01,5179103.603,784007.2348345,2589638.1038160003
181348,1,1,0,1,-36.90989,174.685797,2,1,1750178.499,5913796.698,875070.794555,2956985.6918985
187935,1,1,0,0,-43.802778,172.968048,2,1,1597429.806,5150031.297,798693.001611,2575102.132524
187812,1,1,0,0,-39.133366,177.003793,3,1,1946101.465,5660784.554,973031.1658170001,2830480.7788965
186064,1,1,0,0,-42.774278,172.846924,2,1,1587477.452,5264239.392,793717.338861,2632206.119462
180983,1,1,0,1,-41.148489,175.012567,2,1,1768884.258,5442806.87,884421.5547554999,2721490.9412835003
182958,1,1,0,1,-41.45148883,172.8368258,4,1,1586370.869,5411108.577,793164.708755585,2705640.7069129
186514,1,1,0,0,-41.799545,172.325373,2,1,1543953.844,5372259.744,771956.0222275,2686216.0346865
180298,1,1,0,1,-35.210342,173.918288,2,1,1683581.511,6103244.197,841773.150329,3051709.057644
186085,1,1,0,0,-43.528367,172.620082,2,1,1569300.156,5180438.128,784628.3138165,2590305.374041
183039,1,1,0,1,-41.31256762,174.8297718,4,1,1753160.726,5424929.203,876559.70671619,2712552.0163859
180127,1,1,0,1,-43.51183,172.692901,2,1,1575177.629,5182299.0,787567.058585,2591235.8464505
184428,1,1,0,0,-35.684183,174.321699,4,1,1719598.147,6050274.608,859781.2314085001,3025224.4648495
190964,1,1,0,0,-36.908289,174.735404,2,1,1754601.324,5913895.055,877282.2078555,2957034.8952019997
184069,1,1,0,0,-36.90045521,174.8266498,4,1,1762747.51,5914612.386,881355.3047723951,2957393.6063249
181235,1,1,0,1,-36.759005,175.49873,2,1,1823047.099,5928949.722,911505.1699974999,2964562.610365
180563,1,1,0,1,-42.387995,173.679475,2,1,1655929.49,5306920.096,827943.5510025,2653546.8877375
181866,1,1,0,1,-39.591433,174.283066,2,1,1710173.818,5616801.863,855067.1132835,2808488.073033
183345,1,1,0,0,-43.596944,172.383222,4,1,1550216.799,5172707.337,775086.601028,2586439.860111
185888,1,1,0,0,-37.7185873,175.2663418,4,1,1799749.934,5822989.948,899856.1077063499,2911582.6071709
189204,1,1,0,0,-40.20959,176.099002,2,1,1863740.988,5544372.775,931850.3892049999,2772274.437001
181467,1,1,0,1,-41.329728,174.776479,2,1,1748660.659,5423116.724,874309.664636,2711645.7502395003
180919,1,1,0,1,-38.085223,176.701745,2,1,1924681.31,5778254.54,962321.6123885,2889215.6208725
185443,1,1,0,0,-36.90045521,174.8266498,4,1,1762747.51,5914612.386,881355.3047723951,2957393.6063249
181916,1,1,0,1,-41.301383,174.759694,2,1,1747319.815,5426292.289,873639.2568084999,2713233.524347
184156,1,1,0,0,-39.591433,174.283066,2,1,1710173.818,5616801.863,855067.1132835,2808488.073033
185131,1,1,0,0,-41.329728,174.776479,2,1,1748660.659,5423116.724,874309.664636,2711645.7502395003
182802,1,1,0,1,-40.763595,175.152736,2,1,1781700.115,5485256.254,890829.6757025,2742715.7033679998
182416,1,1,0,1,-43.507493,172.73126,2,1,1578276.578,5182791.387,789116.5352535,2591482.05913
186001,1,1,0,0,-40.355518,175.611913,2,1,1821804.114,5529507.644,910881.879241,2764841.6279565003
183031,1,1,0,1,-37.19981522,174.9018157,2,1,1768780.678,5881267.173,884371.73909239,2940721.0374078504
182273,1,1,0,1,-37.192743,174.983637,6,1,1776059.28,5881902.939,888011.0436285,2941038.9613185003
181893,1,1,0,1,-41.094888,174.868935,2,1,1756958.501,5449026.406,878458.7030559999,2724600.6374675003
181291,1,1,0,1,-43.38363038,172.6576248,4,1,1572267.795,5196525.355,786112.20568481,2598349.0063124
192019,1,1,0,0,-42.812788,173.273014,2,1,1622320.368,5259938.297,811138.777606,2630055.785007
182777,1,1,0,1,-39.417303,175.400028,2,1,1806608.191,5634164.661,903284.3868485,2817170.030514
187033,1,1,0,0,-44.694064,169.139139,2,1,1294087.405,5043779.671,647021.355468,2521974.4050695
181870,1,1,0,1,-39.809757,175.788255,2,1,1838680.954,5589637.665,919320.5721214999,2794906.7266275
186483,1,1,0,0,-41.223808,174.872944,4,1,1756987.162,5434706.4,878472.969096,2717440.6364720003
180594,1,1,0,1,-43.569347,172.758637,2,1,1580509.514,5175928.735,790232.9723265,2588050.7468185
182336,1,1,0,1,-40.336698,175.865639,2,1,1843421.082,5530929.52,921690.3726509999,2765552.6928195
188741,1,1,0,0,-39.9258,175.040425,2,1,1774365.01,5578485.125,887162.5421,2789330.0827125
181531,1,1,0,1,-44.241656,171.276856,2,1,1462409.847,5099842.669,731182.802672,2550006.9729279997
182740,1,1,0,1,-37.740247,177.675372,3,1,2012044.296,5812701.452,1006003.2778765,2906439.5636859997
184230,1,1,0,0,-42.450054,171.208751,2,1,1452700.74,5298698.481,726329.144973,2649434.8448755
186569,1,1,0,0,-44.241656,171.276856,2,1,1462409.847,5099842.669,731182.802672,2550006.9729279997
180369,1,1,0,1,-41.29055552,174.8970403,2,1,1758845.116,5427252.116,879401.91272224,2713713.50652015
180384,1,1,0,1,-43.90318226,171.7463065,4,1,1499322.612,5138116.537,749639.35440887,2569144.14165325
190107,1,1,0,0,-39.48127,175.66963,4,1,1829609.829,5626411.636,914785.1738649999,2813293.652815
180501,1,1,0,1,-40.175295,175.385907,5,1,1803148.533,5550056.864,901554.1788525,2775116.1249535
181024,1,1,0,1,-42.450054,171.208751,2,1,1452700.74,5298698.481,726329.144973,2649434.8448755
181004,1,1,0,1,-41.310593,174.777546,2,1,1748793.483,5425239.313,874376.0862035,2712707.045273
184864,1,1,0,0,-37.24971345,174.7313504,2,1,1753549.82,5876021.024,876756.285143275,2938097.8776752
182438,1,1,0,1,-43.770308,172.790497,4,1,1583138.618,5153616.704,791547.423846,2576894.7472485
182146,1,1,0,1,-36.163899,174.443577,6,1,1729840.622,5996907.175,864902.2290505,2998540.8092885
187984,1,1,0,0,-46.45065,169.659753,2,1,1343471.957,4850457.604,671712.753175,2425313.6318765003
185609,1,1,0,0,-42.941842,171.563088,3,1,1482768.366,5244641.951,741362.712079,2622406.757044
184175,1,1,0,0,-40.644432,175.703665,2,1,1828612.93,5497198.354,914286.142784,2748687.0288325003
183052,1,1,0,1,-35.50505,173.391141,2,1,1635471.66,6070876.152,817718.0774749999,3035524.7715705
180442,1,1,0,1,-37.203677,175.873856,2,1,1855049.752,5878663.233,927506.2741615,2939419.553428
182751,1,1,0,1,-38.085223,176.701745,2,1,1924681.31,5778254.54,962321.6123885,2889215.6208725
183667,1,1,0,0,-38.085223,176.701745,2,1,1924681.31,5778254.54,962321.6123885,2889215.6208725
180901,1,1,0,1,-37.393211,175.839003,2,1,1851323.85,5857722.974,925643.2283945001,2928949.4065015004
180041,1,1,0,1,-39.994101,176.555381,2,1,1903546.588,5566840.222,951753.2969495,2783508.3886905
181477,1,1,0,1,-41.829084,174.130996,2,1,1693917.315,5368581.867,846937.7429579999,2684377.998998
181851,1,1,0,1,-38.692664,176.075956,2,1,1867529.178,5712836.219,933745.242668,2856506.147478
183178,1,1,0,0,-36.908289,174.735404,2,1,1754601.324,5913895.055,877282.2078555,2957034.8952019997
188813,1,1,0,0,-42.812788,173.273014,2,1,1622320.368,5259938.297,811138.777606,2630055.785007
191162,1,1,0,0,-45.03624,169.196961,2,1,1300451.42,5005984.545,650203.1918799999,2503076.8709805
187619,1,1,0,0,-41.31256762,174.8297718,4,1,1753160.726,5424929.203,876559.70671619,2712552.0163859
182786,1,1,0,1,-39.809757,175.788255,2,1,1838680.954,5589637.665,919320.5721214999,2794906.7266275
180866,1,1,0,1,-41.24956549,174.7866361,4,1,1749693.854,5431999.079,874826.302217255,2716086.93281805
183291,1,1,0,0,-41.302333,174.824111,2,1,1752710.759,5426075.456,876334.7283335,2713125.1400555
190930,1,1,0,0,-43.9089175,171.7426923,6,1,1499042.07,5137475.129,749499.0805412501,2568823.43584615
192060,1,1,0,0,-44.002983,170.475634,2,1,1397618.964,5124697.654,698787.4805085,2562434.064817
180199,1,1,0,1,-46.557705,169.46859,2,1,1329324.208,4837924.368,664638.8251475,2419046.9182949997
181786,1,1,0,1,-43.52414449,172.3662733,4,1,1548787.158,5180782.125,774371.816927755,2590477.24563665
182763,1,1,0,1,-38.667681,178.02786,3,1,2037524.393,5708088.603,1018742.8626595,2854133.31543
182340,1,1,0,1,-40.47165,175.281212,4,1,1793385.383,5517392.601,896672.455675,2758783.941106
180860,1,1,0,1,-41.1456647,174.839828,4,1,1754394.813,5443441.219,877176.83366765,2721808.029414
183874,1,1,0,0,-41.45148883,172.8368258,4,1,1586370.869,5411108.577,793164.708755585,2705640.7069129
188640,1,1,0,0,-43.9089175,171.7426923,6,1,1499042.07,5137475.129,749499.0805412501,2568823.43584615
186511,1,1,0,0,-41.509526,173.923111,2,1,1677034.522,5404266.914,838496.5062370001,2702220.4185555
184653,1,1,0,0,-41.270097,173.284786,3,1,1623852.912,5431219.802,811905.8209515,2715696.543393
181791,1,1,0,1,-36.819835,174.608373,2,1,1743448.995,5923906.796,871706.0875825001,2962040.7021865
181035,1,1,0,1,-43.381896,172.660077,2,1,1572465.637,5196718.781,786211.1275520001,2598445.7205385
181504,1,1,0,1,-43.526263,172.570683,4,1,1565307.186,5180652.381,782631.8298685,2590412.4758415
180489,1,1,0,1,-39.48127,175.66963,4,1,1829609.829,5626411.636,914785.1738649999,2813293.652815
186705,1,1,0,0,-34.819858,173.124679,2,1,1611402.046,6146926.618,805683.6130710001,3073549.8713395
186905,1,1,0,0,-39.640836,176.843748,2,1,1929860.153,5605040.54,964910.256082,2802608.6918740002
182465,1,1,0,1,-45.256207,169.394619,2,1,1317111.552,4982261.754,658533.1478965,2491215.5743095
182426,1,1,0,1,-43.569347,172.758637,2,1,1580509.514,5175928.735,790232.9723265,2588050.7468185
183776,1,1,0,0,-42.842644,171.560183,2,1,1482342.904,5255653.72,741150.0306780001,2627912.6400915
189210,1,1,0,0,-40.47165,175.281212,4,1,1793385.383,5517392.601,896672.455675,2758783.941106
188335,1,1,0,0,-41.319325,174.784932,4,1,1749391.825,5424257.17,874675.2528375,2712215.977466
180994,1,1,0,1,-41.284599,174.776116,2,1,1748732.837,5428127.676,874345.7762005001,2714151.226058
183500,1,1,0,0,-34.992067,173.509309,4,1,1646479.985,6127718.205,823222.4964665001,3063945.8571545
189720,1,1,0,0,-41.799545,172.325373,2,1,1543953.844,5372259.744,771956.0222275,2686216.0346865
181414,1,1,0,1,-39.925984,175.039928,2,1,1774322.069,5578465.671,887141.0715079999,2789320.3554640003
191089,1,1,0,0,-41.338061,173.184316,2,1,1615421.788,5423697.472,807690.2249695,2711935.328158
190091,1,1,0,0,-38.667681,178.02786,3,1,2037524.393,5708088.603,1018742.8626595,2854133.31543
185713,1,1,0,0,-43.53177229,172.6294569,4,1,1570059.396,5180063.358,785007.932113855,2590117.99372845
180523,1,1,0,1,-41.123868,175.070866,2,1,1773841.718,5445425.575,886900.297066,2722800.322933
181368,1,1,0,1,-37.778893,175.273749,2,1,1800240.207,5816282.025,900101.2140535,2908228.6493745004
184630,1,1,0,0,-40.47165,175.281212,4,1,1793385.383,5517392.601,896672.455675,2758783.941106
188803,1,1,0,0,-41.757863,171.598685,2,1,1483506.165,5376158.554,741732.2035685,2688165.0763425
184965,1,1,0,0,-43.50690707,172.5473825,4,1,1563412.592,5182792.043,781684.542546465,2591482.29519125
181840,1,1,0,1,-38.164895,176.247562,2,1,1884523.981,5770903.617,942242.9080525,2885539.9322809996
187041,1,1,0,0,-45.094048,169.601258,2,1,1332566.064,5000980.7,666260.484976,2500575.1506290003
180499,1,1,0,1,-39.994101,176.555381,2,1,1903546.588,5566840.222,951753.2969495,2783508.3886905
186584,1,1,0,0,-45.097049,170.973075,2,1,1440517.284,5004270.072,720236.0934755,2502220.5225374997
180969,1,1,0,1,-40.644432,175.703665,2,1,1828612.93,5497198.354,914286.142784,2748687.0288325003
180496,1,1,0,1,-39.809757,175.788255,2,1,1838680.954,5589637.665,919320.5721214999,2794906.7266275
181432,1,1,0,1,-40.918804,174.98174,2,1,1766876.524,5468365.727,883417.802598,2734270.35437
181958,1,1,0,1,-43.507493,172.73126,2,1,1578276.578,5182791.387,789116.5352535,2591482.05913
184717,1,1,0,0,-43.579833,172.564889,4,1,1564870.108,5174700.505,782413.2640835,2587436.5349445
190461,1,1,0,0,-43.50690707,172.5473825,4,1,1563412.592,5182792.043,781684.542546465,2591482.29519125
181885,1,1,0,1,-40.644432,175.703665,2,1,1828612.93,5497198.354,914286.142784,2748687.0288325003
182851,1,1,0,1,-41.829084,174.130996,2,1,1693917.315,5368581.867,846937.7429579999,2684377.998998
185053,1,1,0,0,-38.667681,178.02786,3,1,2037524.393,5708088.603,1018742.8626595,2854133.31543
185979,1,1,0,0,-39.080674,177.874369,2,1,2021705.575,5662947.3,1010833.2471629999,2831562.5871845
191929,1,1,0,0,-38.878762,176.369708,3,1,1892322.302,5691278.164,946141.711619,2845727.266854
183252,1,1,0,0,-40.336698,175.865639,2,1,1843421.082,5530929.52,921690.3726509999,2765552.6928195
180513,1,1,0,1,-40.861299,175.02426,2,1,1770604.929,5474667.759,885282.0338505,2737421.39163
180205,1,1,0,1,-40.91217889,175.0022089,6,1,1768617.094,5469061.963,884288.090910555,2734618.48260445
188731,1,1,0,0,-39.417303,175.400028,2,1,1806608.191,5634164.661,903284.3868485,2817170.030514
184223,1,1,0,0,-41.757863,171.598685,2,1,1483506.165,5376158.554,741732.2035685,2688165.0763425
181366,1,1,0,1,-37.740247,177.675372,3,1,2012044.296,5812701.452,1006003.2778765,2906439.5636859997
180150,1,1,0,1,-43.808449,172.964534,2,1,1597147.413,5149401.338,798551.8022755,2574787.151267
184599,1,1,0,0,-38.692664,176.075956,2,1,1867529.178,5712836.219,933745.242668,2856506.147478
182388,1,1,0,1,-41.460704,173.961785,2,1,1680322.219,5409651.986,840140.379148,2704912.9738924997
186904,1,1,0,0,-39.591433,174.283066,2,1,1710173.818,5616801.863,855067.1132835,2808488.073033
181823,1,1,0,1,-37.695622,176.16147,2,1,1878747.929,5823250.352,939355.116689,2911713.256735
183851,1,1,0,0,-45.891877,170.49888,2,1,1405957.449,4914923.619,702955.7785615,2457547.05894
185922,1,1,0,0,-36.860782,174.828352,2,1,1762983.505,5919011.102,881473.322109,2959592.965176
184441,1,1,0,0,-36.759005,175.49873,2,1,1823047.099,5928949.722,911505.1699974999,2964562.610365
180637,1,1,0,1,-45.50746,170.118599,2,1,1374916.652,4956635.704,687435.57227,2478402.9112995
188079,1,1,0,0,-34.819858,173.124679,2,1,1611402.046,6146926.618,805683.6130710001,3073549.8713395
188216,1,1,0,0,-36.908289,174.735404,2,1,1754601.324,5913895.055,877282.2078555,2957034.8952019997
180414,1,1,0,1,-43.52414449,172.3662733,4,1,1548787.158,5180782.125,774371.816927755,2590477.24563665
181809,1,1,0,1,-36.988096,174.879214,2,1,1767239.488,5904797.755,883601.249952,2952486.317107
181915,1,1,0,1,-41.298815,174.7869,2,1,1749603.44,5426530.851,874781.0705924999,2713352.8189499998
181780,1,1,0,1,-43.48139321,171.9403634,4,1,1514307.825,5185179.75,757132.171803395,2592675.8451817
186118,1,1,0,0,-44.733077,170.470618,2,1,1399721.882,5043588.303,699838.5744615,2521879.3868090003
182776,1,1,0,1,-39.177432,175.402147,2,1,1807498.019,5660784.583,903729.4207840001,2830479.9925734997
181076,1,1,0,1,-44.400611,171.253465,2,1,1460918.247,5082147.216,730436.9231945,2541159.2347325
180415,1,1,0,1,-36.79874,174.645674,4,1,1746816.373,5926190.496,873389.78713,2963182.570837
180965,1,1,0,1,-40.452043,175.842403,4,1,1841035.011,5518187.63,920497.2794785,2759181.7362015
180542,1,1,0,1,-41.301383,174.759694,2,1,1747319.815,5426292.289,873639.2568084999,2713233.524347
180383,1,1,0,1,-41.18470134,174.9491019,4,1,1763468.25,5438907.733,881713.53264933,2719541.34105095
181055,1,1,0,1,-43.596944,172.383222,4,1,1550216.799,5172707.337,775086.601028,2586439.860111
180911,1,1,0,1,-37.783496,176.327311,2,1,1893027.183,5812989.85,946494.6997519999,2906583.0886554997
190948,1,1,0,0,-43.52414449,172.3662733,4,1,1548787.158,5180782.125,774371.816927755,2590477.24563665
181227,1,1,0,1,-35.984141,174.44488,2,1,1730253.979,6016845.429,865108.9974295,3008509.93694
179982,1,1,0,1,-37.139161,175.543117,2,1,1825883.793,5886662.106,912923.3269195,2943418.8245584997
183683,1,1,0,0,-38.692664,176.075956,2,1,1867529.178,5712836.219,933745.242668,2856506.147478
190825,1,1,0,0,-41.31256762,174.8297718,4,1,1753160.726,5424929.203,876559.70671619,2712552.0163859
182042,1,1,0,1,-41.45148883,172.8368258,4,1,1586370.869,5411108.577,793164.708755585,2705640.7069129
181087,1,1,0,1,-45.094048,169.601258,2,1,1332566.064,5000980.7,666260.484976,2500575.1506290003
181996,1,1,0,1,-44.733077,170.470618,2,1,1399721.882,5043588.303,699838.5744615,2521879.3868090003
191605,1,1,0,0,-44.10019,170.829522,2,1,1426275.584,5114708.701,713115.7419050001,2557439.765261
187918,1,1,0,0,-43.539686,172.633475,4,1,1570387.937,5179185.908,785172.198657,2589679.2707375
191295,1,1,0,0,-35.407799,173.800554,2,1,1672688.382,6081437.819,836326.4871005,3040805.809777
179913,1,1,0,0,-42.52231104,172.8283791,4,1,1585903.587,5292215.261,792930.53234448,2646194.04468955
182310,1,1,0,1,-38.698202,174.619256,2,1,1740812.046,5715469.172,870386.673899,2857821.895628
187745,1,1,0,0,-36.819835,174.608373,2,1,1743448.995,5923906.796,871706.0875825001,2962040.7021865
181940,1,1,0,1,-42.450054,171.208751,2,1,1452700.74,5298698.481,726329.144973,2649434.8448755
180012,1,1,0,1,-38.357157,177.535008,3,1,1996318.626,5744811.844,998140.1344214999,2872494.689504
183682,1,1,0,0,-38.690098,176.072374,6,1,1867227.127,5713131.508,933594.218451,2856653.7901870003
180937,1,1,0,1,-38.878762,176.369708,3,1,1892322.302,5691278.164,946141.711619,2845727.266854
192063,1,1,0,0,-44.10019,170.829522,2,1,1426275.584,5114708.701,713115.7419050001,2557439.765261
181684,1,1,0,1,-35.940285,173.872122,2,1,1678662.451,6022323.376,839313.2553574999,3011248.624061
180572,1,1,0,1,-43.156522,172.730383,2,1,1578079.822,5221768.186,789018.332739,2610970.4581915
180524,1,1,0,1,-41.132114,174.841666,2,1,1754580.882,5444942.356,877269.874943,2722558.598833
182924,1,1,0,1,-45.324121,170.816989,2,1,1428918.557,4978724.701,714436.6164395,2489447.7589945
180628,1,1,0,1,-45.03624,169.196961,2,1,1300451.42,5005984.545,650203.1918799999,2503076.8709805
182142,1,1,0,1,-35.940285,173.872122,2,1,1678662.451,6022323.376,839313.2553574999,3011248.624061
185564,1,1,0,0,-41.202821,174.808593,2,1,1751641.596,5437150.64,875800.1965895,2718662.7242965
188408,1,1,0,0,-44.733077,170.470618,2,1,1399721.882,5043588.303,699838.5744615,2521879.3868090003
182899,1,1,0,1,-43.90528,171.745359,3,1,1499250.062,5137882.392,749603.0783599999,2569027.0686795
189296,1,1,0,0,-43.569347,172.758637,2,1,1580509.514,5175928.735,790232.9723265,2588050.7468185
190606,1,1,0,0,-41.251426,172.128479,2,1,1526982.612,5432965.476,763470.680287,2716568.8022395
189256,1,1,0,0,-41.334271,174.773264,2,1,1748381.295,5422617.853,874169.9803645,2711396.313132
183384,1,1,0,0,-45.485131,170.715903,2,1,1421504.581,4960617.727,710729.5479345,2480394.2214515
180497,1,1,0,1,-39.9258,175.040425,2,1,1774365.01,5578485.125,887162.5421,2789330.0827125
188839,1,1,0,0,-43.579833,172.564889,4,1,1564870.108,5174700.505,782413.2640835,2587436.5349445
179947,1,1,0,0,-36.90045521,174.8266498,4,1,1762747.51,5914612.386,881355.3047723951,2957393.6063249
191074,1,1,0,0,-41.297056,174.765587,2,1,1747822.965,5426762.661,873890.833972,2713468.7132935002
190033,1,1,0,0,-36.79874,174.645674,4,1,1746816.373,5926190.496,873389.78713,2963182.570837
189922,1,1,0,0,-35.50505,173.391141,2,1,1635471.66,6070876.152,817718.0774749999,3035524.7715705
182720,1,1,0,1,-36.908289,174.735404,2,1,1754601.324,5913895.055,877282.2078555,2957034.8952019997
187789,1,1,0,0,-38.085223,176.701745,2,1,1924681.31,5778254.54,962321.6123885,2889215.6208725
185152,1,1,0,0,-43.156522,172.730383,2,1,1578079.822,5221768.186,789018.332739,2610970.4581915
189185,1,1,0,0,-39.080674,177.874369,2,1,2021705.575,5662947.3,1010833.2471629999,2831562.5871845
185672,1,1,0,0,-45.324121,170.816989,2,1,1428918.557,4978724.701,714436.6164395,2489447.7589945
185806,1,1,0,0,-35.940285,173.872122,2,1,1678662.451,6022323.376,839313.2553574999,3011248.624061
184873,1,1,0,0,-34.819858,173.124679,2,1,1611402.046,6146926.618,805683.6130710001,3073549.8713395
180630,1,1,0,1,-45.097049,170.973075,2,1,1440517.284,5004270.072,720236.0934755,2502220.5225374997
182905,1,1,0,1,-44.241656,171.276856,2,1,1462409.847,5099842.669,731182.802672,2550006.9729279997
181397,1,1,0,1,-39.034329,177.421661,3,1,1982773.492,5670101.788,991367.2288355001,2835139.6048304997
184621,1,1,0,0,-39.994101,176.555381,2,1,1903546.588,5566840.222,951753.2969495,2783508.3886905
183312,1,1,0,0,-42.402332,173.682548,2,1,1656169.651,5305326.128,828063.624334,2652749.9052739996
185642,1,1,0,0,-43.755164,172.02537,2,1,1521539.124,5154858.436,760747.684418,2577515.230685
181296,1,1,0,1,-43.52459977,172.6680243,6,1,1573172.538,5180873.087,786564.5067001149,2590522.87751215
180043,1,1,0,1,-40.175295,175.385907,5,1,1803148.533,5550056.864,901554.1788525,2775116.1249535
184271,1,1,0,0,-43.802778,172.968048,2,1,1597429.806,5150031.297,798693.001611,2575102.132524
182130,1,1,0,1,-35.210342,173.918288,2,1,1683581.511,6103244.197,841773.150329,3051709.057644
184580,1,1,0,0,-37.991647,175.200302,2,1,1793214.164,5792827.478,896588.0861765001,2896501.339151
180040,1,1,0,1,-39.925984,175.039928,2,1,1774322.069,5578465.671,887141.0715079999,2789320.3554640003
182694,1,1,0,1,-41.31611988,174.7941653,4,1,1750172.009,5424597.069,875065.3464400601,2712385.93158265
181687,1,1,0,1,-36.160955,174.443894,2,1,1729873.993,5997233.324,864918.9160225,2998703.883947
180649,1,1,0,1,-46.116449,169.964229,2,1,1365430.994,4888533.122,682692.4387754999,2444351.5431145
187326,1,1,0,0,-37.949836,176.998989,3,1,1951409.663,5792202.179,975685.8565819999,2896189.5889944998
191813,1,1,0,0,-44.303657,171.225107,4,1,1458426.711,5092867.904,729191.2036715,2546519.5645535
180972,1,1,0,1,-40.861889,172.806131,3,1,1583661.329,5476556.301,791810.2335554999,2738364.5535655
182440,1,1,0,1,-43.808449,172.964534,2,1,1597147.413,5149401.338,798551.8022755,2574787.151267
181827,1,1,0,1,-37.783496,176.327311,2,1,1893027.183,5812989.85,946494.6997519999,2906583.0886554997
184767,1,1,0,0,-45.891877,170.49888,2,1,1405957.449,4914923.619,702955.7785615,2457547.05894
186034,1,1,0,0,-41.291425,174.782858,2,1,1749281.874,5427358.265,874620.2912875001,2713766.523929
180606,1,1,0,1,-43.770308,172.790497,4,1,1583138.618,5153616.704,791547.423846,2576894.7472485
180966,1,1,0,1,-40.47165,175.281212,4,1,1793385.383,5517392.601,896672.455675,2758783.941106
188378,1,1,0,0,-43.557558,172.653893,2,1,1572045.798,5177208.127,786001.1202209999,2588690.3904465004
186629,1,1,0,0,-43.53177229,172.6294569,4,1,1570059.396,5180063.358,785007.932113855,2590117.99372845
186345,1,1,0,0,-43.89638233,171.7583053,4,1,1500274.825,5138886.336,750115.464308835,2569529.04715265
190207,1,1,0,0,-43.528367,172.620082,2,1,1569300.156,5180438.128,784628.3138165,2590305.374041
182298,1,1,0,1,-38.164895,176.247562,2,1,1884523.981,5770903.617,942242.9080525,2885539.9322809996
181544,1,1,0,1,-45.03624,169.196961,2,1,1300451.42,5005984.545,650203.1918799999,2503076.8709805
189331,1,1,0,0,-45.094048,169.601258,2,1,1332566.064,5000980.7,666260.484976,2500575.1506290003
182030,1,1,0,1,-46.45065,169.659753,2,1,1343471.957,4850457.604,671712.753175,2425313.6318765003
188415,1,1,0,0,-45.094048,169.601258,2,1,1332566.064,5000980.7,666260.484976,2500575.1506290003
181493,1,1,0,1,-43.381896,172.660077,2,1,1572465.637,5196718.781,786211.1275520001,2598445.7205385
186546,1,1,0,0,-43.557558,172.653893,2,1,1572045.798,5177208.127,786001.1202209999,2588690.3904465004
189643,1,1,0,0,-39.080674,177.874369,2,1,2021705.575,5662947.3,1010833.2471629999,2831562.5871845
180576,1,1,0,1,-43.33777,171.929037,3,1,1513186.946,5201118.449,756571.804115,2600645.1890185
186364,1,1,0,0,-41.02582482,175.5292415,4,1,1812639.719,5455294.35,906299.3465875901,2727734.93962075
188855,1,1,0,0,-44.00343,170.4769,2,1,1397721.983,5124651.113,698838.989785,2562410.79495
191483,1,1,0,0,-39.525678,176.861749,2,1,1931955.351,5617760.139,965957.912661,2808968.5003745
182347,1,1,0,1,-40.917054,175.002489,4,1,1768628.287,5468520.2,884293.684973,2734347.6012445
188401,1,1,0,0,-44.241656,171.276856,2,1,1462409.847,5099842.669,731182.802672,2550006.9729279997
188398,1,1,0,0,-44.092764,171.242916,2,1,1459346.291,5116323.058,729651.099118,2558247.150458
187964,1,1,0,0,-45.485131,170.715903,2,1,1421504.581,4960617.727,710729.5479345,2480394.2214515
181299,1,1,0,1,-41.18470134,174.9491019,4,1,1763468.25,5438907.733,881713.53264933,2719541.34105095
191999,1,1,0,0,-41.319325,174.784932,4,1,1749391.825,5424257.17,874675.2528375,2712215.977466
189915,1,1,0,0,-35.118102,173.268864,2,1,1624499.012,6113826.678,812231.946949,3056999.9734320003
181302,1,1,0,1,-40.9574405,175.6495904,2,1,1822989.213,5462586.404,911474.12777975,2731381.0267952
190254,1,1,0,0,-45.485131,170.715903,2,1,1421504.581,4960617.727,710729.5479345,2480394.2214515
182771,1,1,0,1,-39.034329,177.421661,3,1,1982773.492,5670101.788,991367.2288355001,2835139.6048304997
181412,1,1,0,1,-39.809757,175.788255,2,1,1838680.954,5589637.665,919320.5721214999,2794906.7266275
187006,1,1,0,0,-43.569347,172.758637,2,1,1580509.514,5175928.735,790232.9723265,2588050.7468185
181199,1,1,0,1,-37.19981522,174.9018157,2,1,1768780.678,5881267.173,884371.73909239,2940721.0374078504
181466,1,1,0,1,-41.323357,174.772457,2,1,1748338.527,5423830.936,874148.6018215,2712002.8542285
188889,1,1,0,0,-45.891877,170.49888,2,1,1405957.449,4914923.619,702955.7785615,2457547.05894
180663,1,1,0,1,-40.91217889,175.0022089,6,1,1768617.094,5469061.963,884288.090910555,2734618.48260445
188261,1,1,0,0,-38.689086,176.072565,4,1,1867247.512,5713243.283,933604.4114570001,2856709.6777824997
185533,1,1,0,0,-39.763289,174.63557,2,1,1740096.145,5597235.681,870028.1908555,2798705.158285
